YEAR,MONTH,DAY,RAINFALL,TMAX,TMIN,RH,WIND_SPEED,WIND_DIRECTION
2020,5,12,0,34.2,26.4,77,1,110
2020,5,13,0,33.8,27.2,78,2,110
2020,5,14,111.8,31.3,24.4,85,4,290
2020,5,15,0.8,30.3,26,90,2,110
2020,5,16,6.4,31,25.5,89,2,110
2020,5,17,0,32,26.4,84,2,110
2020,5,18,0,32.6,26,84,2,90
2020,5,19,0,33,26.5,86,1,90
2020,5,20,0,33,27,85,2,90
2020,5,21,0,32.8,25.4,82,2,90
2020,5,22,0.2,32.6,26.9,82,1,90
2020,5,23,-1,34,26.5,76,2,200
2020,5,24,0,33.8,26,77,1,90
2020,5,25,0,34,26.8,79,1,90
2020,5,26,0,33,25.5,80,2,110
2020,5,27,0,33.7,27.4,77,2,90
2020,5,28,0,33.8,27,81,1,90
2020,5,29,0,33.2,26.3,79,2,90
2020,5,30,0,33,26.2,77,2,90
2020,5,31,0,34,26.9,78,2,110
2020,6,1,0,33,26.5,78,2,110
2020,6,2,0,33,25.4,74,1,90
2020,6,3,0,33.4,26,79,1,110
2020,6,4,0,33.8,27,79,2,90
2020,6,5,0,33.8,26.5,72,2,110
2020,6,6,0,33.2,25.6,76,2,110
2020,6,7,0,33.1,25,79,2,110
2020,6,8,0,33.5,26.9,77,2,90
2020,6,9,0.4,33,26,78,1,20
2020,6,10,68.8,31.2,23,85,2,250
2020,6,11,18.8,30.4,24.5,89,2,180
2020,6,12,4.8,32,24.6,83,1,160
2020,6,13,0.4,30.4,26.2,88,1,90
2020,6,14,1,32,25.4,84,1,70
2020,6,15,0,32.5,26.4,80,1,90
2020,6,16,0,32,26,79,2,90
2020,6,17,0,34,26.5,76,1,110
2020,6,18,6.2,32,25.4,87,1,110
2020,6,19,0,31.3,25.4,81,1,110
2020,6,20,0,33.5,26.5,81,2,90
2020,6,21,0,32.7,26.5,78,2,90
2020,6,22,0.8,33,25.6,81,2,90
2020,6,23,-1,33,26.5,81,2,90
2020,6,24,11.2,33.6,24.5,79,1,110
2020,6,25,6,32.2,24.5,85,1,110
2020,6,26,0.2,31,26.2,82,2,90
2020,6,27,0.8,32,25.5,80,2,110
2020,6,28,6.8,28.6,24.3,86,1,220
2020,6,29,0,32,25.2,77,1,200
2020,6,30,0,33.5,26,79,1,110
2020,7,1,0,32.4,26,78,2,90
2020,7,2,0,32.8,26.8,78,2,90
2020,7,3,0.2,33.4,25.8,78,2,90
2020,7,4,6.6,31.2,25.2,85,1,180
2020,7,5,1.6,31.5,25.5,85,1,90
2020,7,6,0,33,26.4,80,2,90
2020,7,7,0,32.5,27,78,2,90
2020,7,8,0,33.8,26.6,77,1,90
2020,7,9,0,33,26.5,77,2,90
2020,7,10,0,31.9,26.3,81,1,90
2020,7,11,0,32.3,25.5,81,1,90
2020,7,12,0,32.4,25.8,81,1,110
2020,7,13,-1,33.2,25.3,77,1,200
2020,7,14,0,33.8,26.8,78,2,90
2020,7,15,-1,33.8,26,74,3,90
2020,7,16,0.6,33,26.5,77,2,90
2020,7,17,0,33.5,26.7,75,2,90
2020,7,18,0,33.2,26.5,79,2,90
2020,7,19,0.4,32.8,25.6,78,3,90
2020,7,20,0,33,26,76,1,110
2020,7,21,7.6,29.4,24.6,89,1,90
2020,7,22,0,32.3,27.5,77,1,110
2020,7,23,0,33.8,25.2,74,2,90
2020,7,24,0,33,26,78,1,90
2020,7,25,0,33,26,77,2,90
2020,7,26,0,33,26,78,2,90
2020,7,27,20.8,33.8,24,78,2,90
2020,7,28,1.4,29,25,88,1,250
2020,7,29,3.6,30.8,25.5,84,1,180
2020,7,30,2.4,32.8,26.5,73,2,180
2020,7,31,16.6,32,24.4,79,2,160
2020,8,1,7.4,30.5,23.6,86,1,160
2020,8,2,0,31.5,25.1,84,1,90
2020,8,3,0,33.2,25.5,79,2,110
2020,8,4,3.4,32.7,25.6,81,1,110
2020,8,5,0.4,32,25.7,81,2,70
2020,8,6,1.4,32.2,25.6,83,1,90
2020,8,7,5,31.8,25.2,81,1,220
2020,8,8,32,32.2,24.1,82,2,200
2020,8,9,0,32.5,25.4,77,2,180
2020,8,10,0.6,33,25.6,77,1,90
2020,8,11,-1,32.5,26.6,78,2,90
2020,8,12,5.2,32.2,24.6,80,2,90
2020,8,13,48.6,31.5,24,87,1,360
2020,8,14,7.2,32,25,81,2,340
2020,8,15,3.6,30.8,24,86,1,360
2020,8,16,3.2,31.8,25,87,1,200
2020,8,17,0,32,25.2,82,1,270
2020,8,18,1.4,31.8,24.5,78,1,220
2020,8,19,26.2,29.8,24,89,1,270
2020,8,20,0.2,29,24,88,1,220
2020,8,21,0,33.5,24,78,1,200
2020,8,22,2.6,33,25,87,2,90
2020,8,23,5,32,25,85,1,90
2020,8,24,2.6,32.2,25.5,83,1,220
2020,8,25,0,34,25.5,80,2,220
2020,8,26,0,34,26.5,75,2,250
2020,8,27,0,34,27,72,2,250
2020,8,28,0,33,27,75,2,220
2020,8,29,-1,34,25,76,2,250
2020,8,30,0,33,26.5,74,2,220
2020,8,31,0,32.6,25.7,75,2,220
2020,9,1,0,34,26.5,73,2,200
2020,9,2,1,33,25.5,85,1,110
2020,9,3,0,33.5,26,78,1,90
2020,9,4,0,34,25.7,78,2,340
2020,9,5,-1,33.4,26.3,78,1,20
2020,9,6,0,34.6,26.5,75,1,200
2020,9,7,0,34.1,26.5,75,1,90
2020,9,8,1,34.3,26,76,1,90
2020,9,9,0.2,33.2,26,80,2,110
2020,9,10,14,33.5,24.5,82,1,340
2020,9,11,-1,33.5,25.5,85,1,90
2020,9,12,3.8,32.3,24.5,87,1,320
2020,9,13,0,33.8,26.5,78,1,110
2020,9,14,25.2,33,24.5,89,1,340
2020,9,15,11.2,32.5,24.5,84,2,110
2020,9,16,27.2,30,24.5,83,2,180
2020,9,17,14.6,27.5,24.1,91,1,180
2020,9,18,-1,29.5,24.5,87,1,340
2020,9,19,0,33,25.8,82,1,90
2020,9,20,2,34,26.2,81,1,360
2020,9,21,1.2,31,25.5,87,1,270
2020,9,22,0,32.8,25.5,84,1,250
2020,9,23,90,33,24,84,1,220
2020,9,24,9.2,30.7,24.6,87,1,220
2020,9,25,1,32.5,25,82,1,200
2020,9,26,0.4,32.6,25.5,83,1,90
2020,9,27,2.4,31.4,25,79,1,90
2020,9,28,0,33,25,83,2,90
2020,9,29,0,33.7,25,79,1,250
2020,9,30,0,33.3,25,79,1,360
2020,10,1,-1,34,26,79,1,90
2020,10,2,-1,31,25,82,1,250
2020,10,3,50,33.5,25,84,2,270
2020,10,4,0.2,32,25.2,84,1,20
2020,10,5,-1,32.4,25,87,1,270
2020,10,6,-1,32.8,26,83,1,90
2020,10,7,0.4,31,25,87,2,270
2020,10,8,10,31.6,25,85,1,200
2020,10,9,27,30,24.5,92,1,70
2020,10,10,17,32,24.5,91,1,220
2020,10,11,3.4,31,24.3,82,1,90
2020,10,12,1.6,31.9,25.5,83,1,90
2020,10,13,82.6,32.4,23,82,1,220
2020,10,14,13.8,29.8,23.5,92,1,220
2020,10,15,27.4,30.2,24.1,88,1,90
2020,10,16,0,31,24.5,86,1,90
2020,10,17,-1,33.3,25.4,81,1,360
2020,10,18,0,33,26.8,80,2,340
2020,10,19,6.6,30.3,25.6,87,1,320
2020,10,20,39.6,30,24.7,88,2,200
2020,10,21,9.6,32.3,25.2,81,2,200
2020,10,22,0,32.8,25.4,78,2,200
2020,10,23,11.2,33,24.5,87,1,200
2020,10,24,20.6,29.8,24.8,88,1,250
2020,10,25,72.8,28,24.5,90,3,290
2020,10,26,1.6,32,24.8,80,2,140
2020,10,27,0,31.1,24.8,80,1,90
2020,10,28,1,32.5,24,84,1,360
2020,10,29,0.8,33,26.5,82,2,340
2020,10,30,1.2,30.5,24.8,85,2,340
2020,10,31,39.6,32,25,87,2,270
2020,11,1,14.2,29,24,91,2,220
2020,11,2,-1,32.5,25,81,2,200
2020,11,3,-1,33,25.2,79,1,220
2020,11,4,30.8,30.2,24.5,84,1,340
2020,11,5,0,32,24.5,84,1,360
2020,11,6,1.4,31.4,25.5,82,1,90
2020,11,7,50.2,27.8,23.2,90,2,160
2020,11,8,0,30.4,24,86,1,90
2020,11,9,-1,31.5,25,80,2,320
2020,11,10,9.6,30.9,24.8,81,2,270
2020,11,11,40.6,29,24.5,84,4,200
2020,11,12,0,32.8,25.5,81,2,140
2020,11,13,0,32.5,26,81,1,110
2020,11,14,-1,33,25.9,82,1,70
2020,11,15,3,33.5,25.5,78,2,70
2020,11,16,0,32.4,26,82,1,90
2020,11,17,0,33,26,82,1,70
2020,11,18,0,33,25.6,79,1,110
2020,11,19,1.6,32,25.2,83,1,360
2020,11,20,0.6,32.2,25.6,81,1,90
2020,11,21,1.2,31.5,25,85,1,20
2020,11,22,3.6,33.5,24.8,77,2,20
2020,11,23,2.6,29.4,24.9,81,2,20
2020,11,24,5,29,24.5,85,2,20
2020,11,25,0,32.5,25,75,2,20
2020,11,26,1,32,25.7,81,2,320
2020,11,27,2.6,30.2,24.9,87,1,20
2020,11,28,22.2,33,24.3,85,1,20
2020,11,29,0.4,32,25.5,83,1,70
2020,11,30,3.4,30.5,24.9,82,3,360
2020,12,1,0.2,28,25.2,86,2,320
2020,12,2,0,29.8,25.2,88,1,320
2020,12,3,0,30.8,24.8,89,1,90
2020,12,4,0,32.3,24.6,87,1,360
2020,12,5,-1,32.2,25,83,1,90
2020,12,6,32.8,30,25,90,1,340
2020,12,7,0.4,30.6,25.8,88,2,110
2020,12,8,2.4,32,25,82,2,90
2020,12,9,7.6,29.1,23.6,94,1,360
2020,12,10,0,32,25.4,86,1,90
2020,12,11,-1,32.5,25.6,81,1,90
2020,12,12,3.4,33,25.5,81,1,90
2020,12,13,0,33.5,25.5,83,1,90
2020,12,14,5,31.2,25.5,85,1,70
2020,12,15,20.8,32.7,24.2,82,1,70
2020,12,16,2.6,31.5,24.1,86,1,20
2020,12,17,12.4,32,24.3,82,1,20
2020,12,18,30.4,28.4,23.9,93,2,20
2020,12,19,0,28.5,25,90,1,70
2020,12,20,-1,31,25.1,87,2,90
2020,12,21,-1,32,25.5,85,1,90
2020,12,22,0.2,32,24.5,85,1,90
2020,12,23,0,32.8,24.9,81,1,90
2020,12,24,-1,32.5,25.2,80,1,360
2020,12,25,6.2,32,26,79,2,20
2020,12,26,17.2,28.5,24.8,93,1,70
2020,12,27,1.4,29.5,24.5,91,1,90
2020,12,28,0,29,24.5,91,1,110
2020,12,29,1,31.5,25,83,1,90
2020,12,30,0.2,32,25.2,85,1,40
2020,12,31,117,30.6,23.3,88,2,360
2021,1,1,5.8,27.3,24,91,2,360
2021,1,2,36.2,30.5,24,91,2,340
2021,1,3,20.8,30.4,24.3,89,1,90
2021,1,4,6.8,30.4,23.7,91,1,40
2021,1,5,10,31.4,24.5,82,2,70
2021,1,6,1.6,29,25,86,2,20
2021,1,7,17.6,30,24.5,87,2,360
2021,1,8,34.4,28,23.5,91,2,340
2021,1,9,3.2,28,23.5,89,3,360
2021,1,10,1.2,26.5,23,87,3,20
2021,1,11,0.2,26.5,23,85,3,360
2021,1,12,0,28,23.5,82,3,360
2021,1,13,5.4,28.5,24,83,2,340
2021,1,14,0,28,24,90,2,320
2021,1,15,3.2,31.5,24,84,2,340
2021,1,16,8.2,28,23.5,88,3,360
2021,1,17,3.8,28.5,23.5,89,2,20
2021,1,18,20.6,27.5,23.5,91,1,20
2021,1,19,2.8,26.3,23,94,2,360
2021,1,20,0,29,24.5,91,1,110
2021,1,21,18.2,31,24,91,1,110
2021,1,22,-1,30.2,23.2,89,1,90
2021,1,23,0.2,30,23.5,91,1,360
2021,1,24,0,31.8,24.8,86,1,360
2021,1,25,0,32.5,22.8,84,1,90
2021,1,26,0,32,24.2,81,1,20
2021,1,27,48,31.7,23.8,86,1,340
2021,1,28,8.2,28,23.7,86,2,20
2021,1,29,0,29,23.4,79,2,20
2021,1,30,0.4,28.5,23,78,2,20
2021,1,31,0,30,23,78,2,360
2021,2,1,3.2,30,24,85,2,360
2021,2,2,12.6,29.5,22.8,88,2,20
2021,2,3,16,30.8,23.5,83,2,20
2021,2,4,29.2,29.5,23,92,2,360
2021,2,5,8.6,30.6,24.5,89,1,320
2021,2,6,8.6,30,24,86,2,340
2021,2,7,60.8,28,22.5,96,1,340
2021,2,8,34,26,22.5,95,1,70
2021,2,9,1,29,23.5,89,2,70
2021,2,10,18.8,29,24,92,2,90
2021,2,11,0,29.8,23.5,91,1,90
2021,2,12,0,31,24.5,84,1,360
2021,2,13,1,31.2,23.6,85,1,70
2021,2,14,0,29.9,24.2,85,1,20
2021,2,15,-1,30.5,23.4,84,1,20
2021,2,16,-1,31.9,24.4,73,1,40
2021,2,17,0.6,30,24.2,76,1,20
2021,2,18,-1,31,23.3,71,2,20
2021,2,19,0,29.5,23,69,2,20
2021,2,20,0,27.5,23.5,77,2,360
2021,2,21,38.6,26.5,23.5,89,2,340
2021,2,22,14.6,26,23,94,1,320
2021,2,23,-1,31,24,89,1,90
2021,2,24,0,31.2,23.5,82,1,110
2021,2,25,0,31.2,24.5,80,1,110
2021,2,26,0,32,25.4,82,1,90
2021,2,27,0,33,25.4,83,1,90
2021,2,28,0,33.2,24.8,81,2,90
2021,3,1,-1,32.5,24.4,80,2,90
2021,3,2,0,32.2,24,80,1,110
2021,3,3,-1,32.5,24.8,78,2,70
2021,3,4,9.4,28,24,90,1,110
2021,3,5,0,32,24.5,80,1,70
2021,3,6,0,32.8,23.5,80,1,70
2021,3,7,2.2,32.5,24,77,1,20
2021,3,8,1.2,31.2,24,84,1,40
2021,3,9,0,32.5,24,78,2,20
2021,3,10,16.8,33.5,23.5,73,2,40
2021,3,11,59.8,26.5,22.5,95,2,70
2021,3,12,4.6,29,24,91,2,90
2021,3,13,0.2,31.5,24,85,1,340
2021,3,14,-1,30.4,24,87,1,340
2021,3,15,0,31,24,89,1,90
2021,3,16,-1,32,24.3,89,1,110
2021,3,17,0,33.3,25.5,85,1,90
2021,3,18,2.2,33,25.2,84,2,110
2021,3,19,0,32.9,25.3,81,1,110
2021,3,20,2,32.8,25.5,79,2,90
2021,3,21,0,33.5,25.7,85,2,90
2021,3,22,0,32.8,25.8,82,2,70
2021,3,23,23.4,32,24,89,2,90
2021,3,24,8,30.5,24.5,88,2,90
2021,3,25,0.2,31.5,24.4,85,1,90
2021,3,26,3.4,32,24.5,84,1,90
2021,3,27,0,33,25,82,1,90
2021,3,28,0,32.5,25.5,81,1,90
2021,3,29,0,32,24.5,83,1,110
2021,3,30,0,33,25.5,79,1,360
2021,3,31,0,34,25.4,78,1,90
2021,4,1,0,34,24.8,74,1,70
2021,4,2,-1,33,25.5,79,1,90
2021,4,3,-1,33.5,25,76,2,90
2021,4,4,0,33.5,24.3,80,1,70
2021,4,5,-1,32.8,25.4,77,1,110
2021,4,6,0,33.2,24.5,78,1,40
2021,4,7,0,33.8,24.5,70,1,360
2021,4,8,0,32.5,24.5,73,1,90
2021,4,9,0,32.5,25.2,74,1,40
2021,4,10,-1,33.5,25,72,1,70
2021,4,11,0,33.5,24.7,71,1,360
2021,4,12,0,33,25.6,76,2,340
2021,4,13,0,32.5,25,79,1,360
2021,4,14,0,34,25.6,79,1,340
2021,4,15,25.6,32.5,24.6,85,1,360
2021,4,16,0,33.2,26.2,79,2,340
2021,4,17,-1,33,26.5,75,3,320
2021,4,18,46.6,29,22.5,83,3,270
2021,4,19,16.2,28.2,23.2,85,2,270
2021,4,20,0,31.8,25,73,2,270
2021,4,21,0,33,26,75,2,200
2021,4,22,0,33.5,26,77,2,200
2021,4,23,0,33.8,26.3,77,2,220
2021,4,24,0,33.8,25,75,2,270
2021,4,25,13.8,32.3,24.7,82,1,340
2021,4,26,0,32.5,24,76,1,110
2021,4,27,0,31,24.4,80,1,90
2021,4,28,0,32.8,23.6,79,1,70
2021,4,29,0,32.8,23.5,75,2,240
2021,4,30,0,33,25.5,78,1,90
2021,5,1,0,33.5,25.5,78,2,90
2021,5,2,3.2,34.5,25.6,77,2,110
2021,5,3,23.2,33.5,25,86,2,70
2021,5,4,0,33,26.4,88,2,70
2021,5,5,0.4,34.5,26.4,80,2,70
2021,5,6,0.6,34.5,26,80,2,70
2021,5,7,0,33.2,26.5,80,1,90
2021,5,8,0,32.8,26.5,82,1,20
2021,5,9,0,33,26.5,80,2,110
2021,5,10,0,32.8,26,82,2,110
2021,5,11,13.2,32,24.6,84,1,90
2021,5,12,0,32.2,26,81,2,90
2021,5,13,0,33.2,26.2,82,2,90
2021,5,14,-1,32.8,25.8,83,2,90
2021,5,15,0,34.2,26.2,80,2,90
2021,5,16,0,33.8,26,80,1,70
2021,5,17,-1,33.8,26.6,79,1,70
2021,5,18,0,33,26.3,82,2,90
2021,5,19,0,33,26.2,80,2,110
2021,5,20,17.2,33.2,23.7,80,2,110
2021,5,21,0,31.5,25.3,84,1,360
2021,5,22,0,33.3,25.5,79,1,90
2021,5,23,0,33.7,26.5,78,2,110
2021,5,24,0,34,26,77,2,110
2021,5,25,0,33.5,26.5,80,1,90
2021,5,26,0,34,26,79,1,90
2021,5,27,0,34,27,78,2,90
2021,5,28,0,35,27,77,2,90
2021,5,29,0,34,27,79,2,90
2021,5,30,0,34,26.8,78,1,90
2021,5,31,0,34,26.8,76,1,90
2021,6,1,9.6,32,25,86,3,340
2021,6,2,0.4,29.5,24.8,84,2,180
2021,6,3,0,33,26,79,1,200
2021,6,4,0,33.5,26.5,80,1,180
2021,6,5,8.8,33.5,24.5,83,1,250
2021,6,6,11,32.5,25.5,82,1,270
2021,6,7,1.8,33,24.9,87,1,220
2021,6,8,7,31.8,24.8,85,1,360
2021,6,9,19.2,31.8,24.2,84,1,90
2021,6,10,12.3,31,24.5,87,1,90
2021,6,11,10.4,31.8,24.8,88,1,110
2021,6,12,4.8,30.4,23.5,84,1,110
2021,6,13,-1,32.3,24.3,86,2,110
2021,6,14,0,33,24.9,83,1,90
2021,6,15,0,33.7,26,79,1,90
2021,6,16,0.2,33.3,26,84,1,90
2021,6,17,7.4,33.5,25.5,83,1,90
2021,6,18,1,33.3,26,85,1,200
2021,6,19,0,35,26,74,2,220
2021,6,20,4.8,34.5,24.8,74,2,200
2021,6,21,-1,33.8,25.9,73,2,220
2021,6,22,0,34,25.6,76,2,220
2021,6,23,0,33,25,80,1,360
2021,6,24,0,32,24.2,83,1,90
2021,6,25,-1,33.2,25,84,1,360
2021,6,26,0,34,26,78,1,70
2021,6,27,0,33.5,25.5,81,1,110
2021,6,28,4.4,34,24.5,83,1,90
2021,6,29,0,34.5,25.4,76,1,90
2021,6,30,0,34,26.4,76,1,90
2021,7,1,43.4,34,24,77,1,250
2021,7,2,16.8,33.9,24.1,78,2,200
2021,7,3,23.2,31.2,24.3,86,1,250
2021,7,4,6,33.5,24.6,80,2,180
2021,7,5,0.6,33.3,24.9,77,2,200
2021,7,6,0,33,24.6,82,1,180
2021,7,7,0,33.3,26,77,1,90
2021,7,8,2,33.5,26.2,82,2,90
2021,7,9,0,33.2,26.5,77,2,90
2021,7,10,1,33,26,82,1,90
2021,7,11,0,33.8,26.8,80,1,90
2021,7,12,0,33.5,26.8,80,2,90
2021,7,13,4.4,32.8,25.2,83,2,110
2021,7,14,0,32.7,25,81,2,110
2021,7,15,20.2,32.8,25.5,89,2,90
2021,7,16,0,32.4,26.2,86,2,220
2021,7,17,0,33,26.2,79,2,200
2021,7,18,-1,33,26.5,74,2,220
2021,7,19,19.2,33,25.8,79,2,200
2021,7,20,0.2,32.2,26,74,2,220
2021,7,21,4,33.4,26,76,3,220
2021,7,22,6.4,33,25,68,3,200
2021,7,23,7.4,32.5,25,76,3,220
2021,7,24,4.8,32.5,25,75,2,200
2021,7,25,0,33.7,27,69,3,220
2021,7,26,0,34.5,27.5,69,3,220
2021,7,27,3,33.3,27,78,3,200
2021,7,28,0.4,34.2,27,75,2,200
2021,7,29,0,34,27,75,2,200
2021,7,30,0,34.2,27,72,2,200
2021,7,31,0,33.8,26.8,70,2,220
2021,8,1,0,35.2,27.3,65,3,220
2021,8,2,0,34.4,27.2,68,3,200
2021,8,3,-1,33,26.5,73,2,200
2021,8,4,0,34,27.3,70,2,200
2021,8,5,0,33.5,27,74,2,200
2021,8,6,2,34.5,26.5,72,2,200
2021,8,7,0,34.5,26.5,71,2,220
2021,8,8,0,34.5,25.5,75,2,220
2021,8,9,22.2,31.7,24,85,1,220
2021,8,10,-1,29.5,24.5,84,1,220
2021,8,11,2.2,32.5,24.5,83,1,90
2021,8,12,0,33.5,25.8,83,1,90
2021,8,13,-1,34.5,25.8,77,1,90
2021,8,14,2.8,32.5,24.5,84,1,360
2021,8,15,0,32.5,25.5,80,1,360
2021,8,16,0,34,26.8,75,1,90
2021,8,17,0,33.2,26.5,78,2,110
2021,8,18,11.8,33.6,25,85,1,270
2021,8,19,24.2,33,24.2,80,1,340
2021,8,20,8,33,24.5,91,1,90
2021,8,21,0,32.5,24.6,80,1,110
2021,8,22,2,32.5,24,82,1,90
2021,8,23,26,33,23.5,83,1,200
2021,8,24,5.6,31,24.5,85,1,270
2021,8,25,0.4,32,24.8,83,1,90
2021,8,26,4.6,32.2,24.5,83,1,90
2021,8,27,0,33.8,25.7,81,1,90
2021,8,28,0,33.2,25,81,2,90
2021,8,29,0.6,33.2,25.2,82,1,90
2021,8,30,0,33.2,25.5,81,1,90
2021,8,31,62.2,33,23.5,80,1,90
2021,9,1,8.4,28.8,24,91,1,90
2021,9,2,5,32,24.6,84,1,360
2021,9,3,6,31,25,86,1,360
2021,9,4,35.6,32,23.8,92,1,290
2021,9,5,0.8,32.8,25.5,83,1,220
2021,9,6,47.4,32.5,23.8,87,2,340
2021,9,7,95.6,28.8,23.8,94,4,110
2021,9,8,0.6,31.5,25.2,84,3,180
2021,9,9,-1,32.8,26,78,2,200
2021,9,10,23.2,32,24.8,84,2,200
2021,9,11,0,33.4,25.5,81,1,200
2021,9,12,0.2,33.8,25.2,77,2,180
2021,9,13,0,33,25.2,81,1,200
2021,9,14,0,33.3,25.4,79,2,90
2021,9,15,0.6,33.4,25.5,77,2,110
2021,9,16,5.8,32,24.2,85,1,110
2021,9,17,0,32.8,24.8,81,2,90
2021,9,18,29,33.8,24.3,78,1,90
2021,9,19,5.4,29.9,24.4,87,1,340
2021,9,20,11.6,32,24.5,87,1,90
2021,9,21,8.6,31.2,24,94,1,140
2021,9,22,0,32.5,24.5,85,1,90
2021,9,23,0,33.1,26.4,79,2,90
2021,9,24,14,34.8,25.3,77,1,360
2021,9,25,0.4,34,25.5,81,1,360
2021,9,26,0,34.5,26,79,1,360
2021,9,27,6.2,33.2,25.5,83,1,270
2021,9,28,11.8,31,26,84,2,250
2021,9,29,2.8,32.5,25.5,84,1,220
2021,9,30,0.8,33,25.5,81,1,200
2021,10,1,14.2,32.2,24.8,88,1,360
2021,10,2,7.2,33.2,25.9,88,1,360
2021,10,3,58.6,33.5,23.5,83,1,70
2021,10,4,2.4,29.5,25,91,1,70
2021,10,5,2,31.8,24.8,83,2,180
2021,10,6,0,32.2,25.6,76,1,250
2021,10,7,0,33.6,26.6,78,2,320
2021,10,8,5.4,29.8,25.5,86,1,250
2021,10,9,-1,30.8,26.3,79,2,250
2021,10,10,0,32.5,26.3,76,3,250
2021,10,11,0.4,33.5,26.8,76,3,200
2021,10,12,6.8,32.2,24.4,80,4,180
2021,10,13,1.2,32.3,24.5,78,2,200
2021,10,14,12,30,24,89,1,340
2021,10,15,41.4,32.2,24.5,84,1,90
2021,10,16,2.4,32,25,87,1,360
2021,10,17,0,33.2,26.2,81,1,70
2021,10,18,0,33.8,26.3,81,1,90
2021,10,19,0.6,31,25.6,85,1,340
2021,10,20,-1,32,24.4,86,1,360
2021,10,21,1,32.8,26,82,2,340
2021,10,22,11,33.5,25,77,2,20
2021,10,23,-1,31,25.5,87,1,40
2021,10,24,-1,32,25.5,85,1,90
2021,10,25,2.4,32.2,25,86,1,90
2021,10,26,0.4,32.5,25.5,81,1,340
2021,10,27,8.2,30.4,24.5,89,1,20
2021,10,28,2.8,33.2,24.2,82,2,90
2021,10,29,44.2,30.5,24,89,1,90
2021,10,30,0,33,25.5,82,1,40
2021,10,31,0,33,25,76,1,40
2021,11,1,0,34,25.2,74,1,20
2021,11,2,9.3,33.8,25.1,78,2,20
2021,11,3,17.6,28,25.2,93,1,340
2021,11,4,22.4,31,23.4,89,1,320
2021,11,5,0,32,25,85,2,90
2021,11,6,4.2,33,25.8,83,1,110
2021,11,7,0,31,26,89,1,70
2021,11,8,-1,33.6,26,82,2,90
2021,11,9,21.5,33,25,85,1,40
2021,11,10,8.2,31.5,24,86,1,70
2021,11,11,4.4,28.1,24.6,92,1,360
2021,11,12,6,32.9,25,85,1,90
2021,11,13,0,33.5,25.5,85,1,70
2021,11,14,16,32.5,25,85,1,340
2021,11,15,18.2,33.3,25.1,87,1,70
2021,11,16,3.6,33.3,25.4,84,1,90
2021,11,17,0,34,25.2,81,1,70
2021,11,18,0,31.2,25,80,2,320
2021,11,19,1.6,31.9,24.9,84,2,340
2021,11,20,0,32,25.2,85,1,90
2021,11,21,0,33.5,26,83,1,90
2021,11,22,0,33.3,25.5,82,1,90
2021,11,23,0.4,34.3,26,78,2,70
2021,11,24,3.2,33,24.6,83,1,40
2021,11,25,0.4,33,25.5,84,1,110
2021,11,26,2.2,33.3,25,83,2,90
2021,11,27,0,34,25.6,80,2,90
2021,11,28,0,33.6,25.4,79,2,90
2021,11,29,-1,33,25.2,83,1,90
2021,11,30,0,33.8,25.2,81,1,90
2021,12,1,63.6,32,24,87,3,340
2021,12,2,0.8,29.7,24.5,84,2,360
2021,12,3,0,31.5,24,75,2,20
2021,12,4,-1,31.9,24.4,74,1,20
2021,12,5,0,32,24.2,76,2,20
2021,12,6,0,31.2,24.5,74,2,340
2021,12,7,7.4,31.1,24.5,80,2,340
2021,12,8,5.4,27.5,24.5,83,2,360
2021,12,9,0,29,24.5,79,2,360
2021,12,10,6.2,33,24.8,84,2,360
2021,12,11,24,30,24.5,90,2,340
2021,12,12,11.6,29,24,93,1,40
2021,12,13,3.6,31.5,24,86,2,70
2021,12,14,1,31.5,24,80,2,20
2021,12,15,4.6,31.2,24.5,84,2,360
2021,12,16,15.6,30,25,91,3,360
2021,12,17,0,32.5,25.4,87,2,90
2021,12,18,0,32.8,25.5,84,1,90
2021,12,19,-1,32.8,24.9,83,1,90
2021,12,20,0.2,32.6,24.8,80,1,360
2021,12,21,0,32,24.6,82,1,90
2021,12,22,0,31,22.6,87,1,110
2021,12,23,0,33,24.6,79,1,20
2021,12,24,2,33,24.4,81,2,340
2021,12,25,0.4,33.8,25,81,1,70
2021,12,26,9.2,32.5,24,86,2,70
2021,12,27,153.2,27,22.1,95,1,20
2021,12,28,0.2,29,23.5,83,2,40
2021,12,29,0,29,23.9,84,1,20
2021,12,30,0.4,32.8,24.1,76,2,20
2021,12,31,0,28.8,24,73,2,20
2022,1,1,0,28.9,24,72,2,40
2022,1,2,1.4,27.4,23.5,82,1,20
2022,1,3,0.2,28.8,23.4,82,1,20
2022,1,4,0,31.5,23,77,1,20
2022,1,5,0.8,29.5,22.8,82,1,70
2022,1,6,0,31.8,22.8,75,1,90
2022,1,7,1.2,29.8,24,87,2,340
2022,1,8,5.2,31.2,24,86,1,360
2022,1,9,0,31.5,23.2,86,1,110
2022,1,10,0,32,23.4,82,1,360
2022,1,11,0,32.2,23.5,79,2,340
2022,1,12,-1,33.2,24,74,1,40
2022,1,13,0,32.2,23,73,1,40
2022,1,14,0,31.9,22.5,68,1,20
2022,1,15,-1,31.8,23.5,77,1,20
2022,1,16,0,32.8,24,72,2,40
2022,1,17,0,32.5,23.2,75,1,20
2022,1,18,5.4,32.5,24,74,2,20
